Received data - ID: 48, Velocity: 446.000000 m/s, Distance: 3805.000000 meters, ETI = 8531.390625 ms, Latency = 4 microseconds
Received data - ID: 90, Velocity: 729.000000 m/s, Distance: 4370.000000 meters, ETI = 5994.513184 ms, Latency = 6 microseconds
Received data - ID: 93, Velocity: 548.000000 m/s, Distance: 9629.000000 meters, ETI = 17571.167969 ms, Latency = 9 microseconds
Received data - ID: 56, Velocity: 840.000000 m/s, Distance: 4966.000000 meters, ETI = 5911.904785 ms, Latency = 9 microseconds
Received data - ID: 76, Velocity: 931.000000 m/s, Distance: 6308.000000 meters, ETI = 6775.510254 ms, Latency = 8 microseconds
Received data - ID: 44, Velocity: 439.000000 m/s, Distance: 4626.000000 meters, ETI = 10537.584961 ms, Latency = 10 microseconds
Received data - ID: 23, Velocity: 537.000000 m/s, Distance: 1538.000000 meters, ETI = 2864.059570 ms, Latency = 8 microseconds
Received data - ID: 41, Velocity: 833.000000 m/s, Distance: 1115.000000 meters, ETI = 1338.535400 ms, Latency = 9 microseconds
Received data - ID: 39, Velocity: 658.000000 m/s, Distance: 2704.000000 meters, ETI = 4109.422852 ms, Latency = 15 microseconds
Received data - ID: 30, Velocity: 977.000000 m/s, Distance: 2306.000000 meters, ETI = 2360.286377 ms, Latency = 11 microseconds
Received data - ID: 73, Velocity: 386.000000 m/s, Distance: 5021.000000 meters, ETI = 13007.772461 ms, Latency = 9 microseconds
Received data - ID: 45, Velocity: 924.000000 m/s, Distance: 9072.000000 meters, ETI = 9818.181641 ms, Latency = 14 microseconds
Received data - ID: 70, Velocity: 829.000000 m/s, Distance: 6777.000000 meters, ETI = 8174.909668 ms, Latency = 9 microseconds
Received data - ID: 36, Velocity: 355.000000 m/s, Distance: 4767.000000 meters, ETI = 13428.168945 ms, Latency = 26 microseconds
Received data - ID: 55, Velocity: 574.000000 m/s, Distance: 4031.000000 meters, ETI = 7022.647949 ms, Latency = 6 microseconds
Received data - ID: 41, Velocity: 724.000000 m/s, Distance: 3966.000000 meters, ETI = 5477.900391 ms, Latency = 10 microseconds
Received data - ID: 87, Velocity: 753.000000 m/s, Distance: 383.000000 meters, ETI = 508.632111 ms, Latency = 13 microseconds
Received data - ID: 45, Velocity: 909.000000 m/s, Distance: 2209.000000 meters, ETI = 2430.143066 ms, Latency = 6 microseconds
Received data - ID: 22, Velocity: 946.000000 m/s, Distance: 7506.000000 meters, ETI = 7934.460938 ms, Latency = 9 microseconds
Received data - ID: 30, Velocity: 413.000000 m/s, Distance: 9168.000000 meters, ETI = 22198.546875 ms, Latency = 8 microseconds
Received data - ID: 0, Velocity: 591.000000 m/s, Distance: 8762.000000 meters, ETI = 14825.718750 ms, Latency = 7 microseconds
Received data - ID: 55, Velocity: 410.000000 m/s, Distance: 6359.000000 meters, ETI = 15509.755859 ms, Latency = 8 microseconds
Received data - ID: 24, Velocity: 537.000000 m/s, Distance: 1548.000000 meters, ETI = 2882.681641 ms, Latency = 8 microseconds
Received data - ID: 83, Velocity: 595.000000 m/s, Distance: 4041.000000 meters, ETI = 6791.596191 ms, Latency = 9 microseconds
Received data - ID: 36, Velocity: 374.000000 m/s, Distance: 1020.000000 meters, ETI = 2727.272705 ms, Latency = 12 microseconds
Received data - ID: 99, Velocity: 668.000000 m/s, Distance: 4484.000000 meters, ETI = 6712.575195 ms, Latency = 5 microseconds
Received data - ID: 81, Velocity: 734.000000 m/s, Distance: 53.000000 meters, ETI = 72.207085 ms, Latency = 8 microseconds
Received data - ID: 99, Velocity: 418.000000 m/s, Distance: 7938.000000 meters, ETI = 18990.431641 ms, Latency = 4 microseconds
Received data - ID: 0, Velocity: 788.000000 m/s, Distance: 8127.000000 meters, ETI = 10313.452148 ms, Latency = 7 microseconds
Received data - ID: 67, Velocity: 728.000000 m/s, Distance: 4893.000000 meters, ETI = 6721.153809 ms, Latency = 6 microseconds
Received data - ID: 48, Velocity: 483.000000 m/s, Distance: 7807.000000 meters, ETI = 16163.560547 ms, Latency = 12 microseconds
Received data - ID: 13, Velocity: 514.000000 m/s, Distance: 4309.000000 meters, ETI = 8383.268555 ms, Latency = 10 microseconds
Received data - ID: 16, Velocity: 935.000000 m/s, Distance: 7451.000000 meters, ETI = 7968.983887 ms, Latency = 12 microseconds
Received data - ID: 56, Velocity: 798.000000 m/s, Distance: 303.000000 meters, ETI = 379.699249 ms, Latency = 11 microseconds
Received data - ID: 9, Velocity: 989.000000 m/s, Distance: 2702.000000 meters, ETI = 2732.052490 ms, Latency = 6 microseconds
Received data - ID: 95, Velocity: 485.000000 m/s, Distance: 3093.000000 meters, ETI = 6377.319824 ms, Latency = 6 microseconds
Received data - ID: 43, Velocity: 523.000000 m/s, Distance: 1587.000000 meters, ETI = 3034.416992 ms, Latency = 10 microseconds
Received data - ID: 14, Velocity: 503.000000 m/s, Distance: 7448.000000 meters, ETI = 14807.157227 ms, Latency = 8 microseconds
Received data - ID: 0, Velocity: 458.000000 m/s, Distance: 6618.000000 meters, ETI = 14449.781250 ms, Latency = 8 microseconds
Received data - ID: 80, Velocity: 796.000000 m/s, Distance: 4798.000000 meters, ETI = 6027.638184 ms, Latency = 11 microseconds
Received data - ID: 81, Velocity: 589.000000 m/s, Distance: 798.000000 meters, ETI = 1354.838745 ms, Latency = 6 microseconds
Received data - ID: 22, Velocity: 538.000000 m/s, Distance: 2292.000000 meters, ETI = 4260.223145 ms, Latency = 11 microseconds
Received data - ID: 57, Velocity: 958.000000 m/s, Distance: 6191.000000 meters, ETI = 6462.421875 ms, Latency = 8 microseconds
Received data - ID: 15, Velocity: 888.000000 m/s, Distance: 9156.000000 meters, ETI = 10310.811523 ms, Latency = 8 microseconds
Received data - ID: 46, Velocity: 362.000000 m/s, Distance: 4886.000000 meters, ETI = 13497.237305 ms, Latency = 8 microseconds
Received data - ID: 75, Velocity: 433.000000 m/s, Distance: 9869.000000 meters, ETI = 22792.148438 ms, Latency = 9 microseconds
Received data - ID: 42, Velocity: 844.000000 m/s, Distance: 1416.000000 meters, ETI = 1677.725098 ms, Latency = 13 microseconds
Received data - ID: 81, Velocity: 998.000000 m/s, Distance: 322.000000 meters, ETI = 322.645264 ms, Latency = 8 microseconds
Received data - ID: 57, Velocity: 476.000000 m/s, Distance: 7892.000000 meters, ETI = 16579.832031 ms, Latency = 10 microseconds
Received data - ID: 0, Velocity: 510.000000 m/s, Distance: 1003.000000 meters, ETI = 1966.666748 ms, Latency = 9 microseconds
Received data - ID: 69, Velocity: 861.000000 m/s, Distance: 4688.000000 meters, ETI = 5444.831543 ms, Latency = 8 microseconds
Received data - ID: 1, Velocity: 789.000000 m/s, Distance: 5255.000000 meters, ETI = 6660.329102 ms, Latency = 3 microseconds
Received data - ID: 26, Velocity: 617.000000 m/s, Distance: 3757.000000 meters, ETI = 6089.141113 ms, Latency = 3 microseconds
Received data - ID: 32, Velocity: 932.000000 m/s, Distance: 4169.000000 meters, ETI = 4473.175781 ms, Latency = 8 microseconds
Received data - ID: 54, Velocity: 721.000000 m/s, Distance: 7189.000000 meters, ETI = 9970.874023 ms, Latency = 4 microseconds
Received data - ID: 92, Velocity: 425.000000 m/s, Distance: 555.000000 meters, ETI = 1305.882324 ms, Latency = 4 microseconds
Received data - ID: 34, Velocity: 549.000000 m/s, Distance: 7441.000000 meters, ETI = 13553.733398 ms, Latency = 4 microseconds
Received data - ID: 18, Velocity: 753.000000 m/s, Distance: 6139.000000 meters, ETI = 8152.722168 ms, Latency = 17 microseconds
Received data - ID: 87, Velocity: 529.000000 m/s, Distance: 2549.000000 meters, ETI = 4818.525391 ms, Latency = 22 microseconds
Received data - ID: 37, Velocity: 866.000000 m/s, Distance: 2949.000000 meters, ETI = 3405.311768 ms, Latency = 7 microseconds
Received data - ID: 16, Velocity: 671.000000 m/s, Distance: 5786.000000 meters, ETI = 8622.950195 ms, Latency = 3 microseconds
Received data - ID: 8, Velocity: 832.000000 m/s, Distance: 945.000000 meters, ETI = 1135.817261 ms, Latency = 5 microseconds
Received data - ID: 13, Velocity: 756.000000 m/s, Distance: 8321.000000 meters, ETI = 11006.613281 ms, Latency = 3 microseconds
Received data - ID: 58, Velocity: 646.000000 m/s, Distance: 7982.000000 meters, ETI = 12356.037109 ms, Latency = 4 microseconds
Received data - ID: 35, Velocity: 450.000000 m/s, Distance: 1173.000000 meters, ETI = 2606.666504 ms, Latency = 10 microseconds
Received data - ID: 92, Velocity: 439.000000 m/s, Distance: 7253.000000 meters, ETI = 16521.640625 ms, Latency = 6 microseconds
Received data - ID: 45, Velocity: 649.000000 m/s, Distance: 3186.000000 meters, ETI = 4909.090820 ms, Latency = 3 microseconds
Received data - ID: 13, Velocity: 474.000000 m/s, Distance: 8022.000000 meters, ETI = 16924.050781 ms, Latency = 5 microseconds
Received data - ID: 5, Velocity: 958.000000 m/s, Distance: 7391.000000 meters, ETI = 7715.031250 ms, Latency = 3 microseconds
Received data - ID: 2, Velocity: 625.000000 m/s, Distance: 6477.000000 meters, ETI = 10363.200195 ms, Latency = 5 microseconds
Received data - ID: 34, Velocity: 874.000000 m/s, Distance: 4372.000000 meters, ETI = 5002.288574 ms, Latency = 3 microseconds
Received data - ID: 59, Velocity: 833.000000 m/s, Distance: 8070.000000 meters, ETI = 9687.875000 ms, Latency = 5 microseconds
Received data - ID: 77, Velocity: 773.000000 m/s, Distance: 2270.000000 meters, ETI = 2936.610596 ms, Latency = 6 microseconds
Received data - ID: 63, Velocity: 668.000000 m/s, Distance: 7192.000000 meters, ETI = 10766.466797 ms, Latency = 3 microseconds
Received data - ID: 13, Velocity: 627.000000 m/s, Distance: 4802.000000 meters, ETI = 7658.692383 ms, Latency = 8 microseconds
Received data - ID: 99, Velocity: 527.000000 m/s, Distance: 2625.000000 meters, ETI = 4981.024902 ms, Latency = 3 microseconds
Received data - ID: 43, Velocity: 924.000000 m/s, Distance: 1023.000000 meters, ETI = 1107.142822 ms, Latency = 3 microseconds
Received data - ID: 3, Velocity: 432.000000 m/s, Distance: 7505.000000 meters, ETI = 17372.683594 ms, Latency = 3 microseconds
Received data - ID: 93, Velocity: 725.000000 m/s, Distance: 3031.000000 meters, ETI = 4180.689941 ms, Latency = 3 microseconds
Received data - ID: 87, Velocity: 360.000000 m/s, Distance: 2413.000000 meters, ETI = 6702.777832 ms, Latency = 7 microseconds
Received data - ID: 35, Velocity: 833.000000 m/s, Distance: 9711.000000 meters, ETI = 11657.863281 ms, Latency = 6 microseconds
Received data - ID: 60, Velocity: 896.000000 m/s, Distance: 4667.000000 meters, ETI = 5208.705566 ms, Latency = 7 microseconds
Received data - ID: 85, Velocity: 550.000000 m/s, Distance: 140.000000 meters, ETI = 254.545456 ms, Latency = 4 microseconds
Jitter (Standard Deviation): 3.884984 microseconds Received data - ID: 41, Velocity: 467.000000 m/s, Distance: 6334.000000 meters, ETI = 13563.169922 ms, Latency = 12 microseconds
Received data - ID: 78, Velocity: 358.000000 m/s, Distance: 6962.000000 meters, ETI = 19446.927734 ms, Latency = 3 microseconds
Received data - ID: 64, Velocity: 705.000000 m/s, Distance: 8145.000000 meters, ETI = 11553.191406 ms, Latency = 10 microseconds
Received data - ID: 81, Velocity: 827.000000 m/s, Distance: 9961.000000 meters, ETI = 12044.739258 ms, Latency = 3 microseconds
Received data - ID: 91, Velocity: 995.000000 m/s, Distance: 1942.000000 meters, ETI = 1951.758789 ms, Latency = 4 microseconds
Received data - ID: 27, Velocity: 436.000000 m/s, Distance: 2391.000000 meters, ETI = 5483.944824 ms, Latency = 4 microseconds
Received data - ID: 4, Velocity: 902.000000 m/s, Distance: 153.000000 meters, ETI = 169.623062 ms, Latency = 6 microseconds
Received data - ID: 92, Velocity: 382.000000 m/s, Distance: 7421.000000 meters, ETI = 19426.703125 ms, Latency = 5 microseconds
Received data - ID: 16, Velocity: 718.000000 m/s, Distance: 9895.000000 meters, ETI = 13781.336914 ms, Latency = 5 microseconds
Received data - ID: 47, Velocity: 726.000000 m/s, Distance: 4771.000000 meters, ETI = 6571.625000 ms, Latency = 4 microseconds
Received data - ID: 38, Velocity: 869.000000 m/s, Distance: 9912.000000 meters, ETI = 11406.213867 ms, Latency = 5 microseconds
Received data - ID: 94, Velocity: 703.000000 m/s, Distance: 3811.000000 meters, ETI = 5421.052246 ms, Latency = 5 microseconds
Received data - ID: 53, Velocity: 868.000000 m/s, Distance: 5547.000000 meters, ETI = 6390.553223 ms, Latency = 6 microseconds
Received data - ID: 44, Velocity: 662.000000 m/s, Distance: 2757.000000 meters, ETI = 4164.652344 ms, Latency = 7 microseconds
Received data - ID: 37, Velocity: 859.000000 m/s, Distance: 8723.000000 meters, ETI = 10154.831055 ms, Latency = 5 microseconds
Received data - ID: 41, Velocity: 529.000000 m/s, Distance: 778.000000 meters, ETI = 1470.699463 ms, Latency = 4 microseconds
Received data - ID: 40, Velocity: 942.000000 m/s, Distance: 9264.000000 meters, ETI = 9834.394531 ms, Latency = 7 microseconds
Received data - ID: 48, Velocity: 446.000000 m/s, Distance: 3805.000000 meters, ETI = 8531.390625 ms, Latency = 6 microseconds
Received data - ID: 90, Velocity: 729.000000 m/s, Distance: 4370.000000 meters, ETI = 5994.513184 ms, Latency = 10 microseconds
Received data - ID: 93, Velocity: 548.000000 m/s, Distance: 9629.000000 meters, ETI = 17571.167969 ms, Latency = 11 microseconds
Received data - ID: 56, Velocity: 840.000000 m/s, Distance: 4966.000000 meters, ETI = 5911.904785 ms, Latency = 3 microseconds
Received data - ID: 76, Velocity: 931.000000 m/s, Distance: 6308.000000 meters, ETI = 6775.510254 ms, Latency = 10 microseconds
Received data - ID: 44, Velocity: 439.000000 m/s, Distance: 4626.000000 meters, ETI = 10537.584961 ms, Latency = 3 microseconds
Received data - ID: 23, Velocity: 537.000000 m/s, Distance: 1538.000000 meters, ETI = 2864.059570 ms, Latency = 3 microseconds
Received data - ID: 41, Velocity: 833.000000 m/s, Distance: 1115.000000 meters, ETI = 1338.535400 ms, Latency = 7 microseconds
Received data - ID: 39, Velocity: 658.000000 m/s, Distance: 2704.000000 meters, ETI = 4109.422852 ms, Latency = 10 microseconds
Received data - ID: 30, Velocity: 977.000000 m/s, Distance: 2306.000000 meters, ETI = 2360.286377 ms, Latency = 4 microseconds
Received data - ID: 73, Velocity: 386.000000 m/s, Distance: 5021.000000 meters, ETI = 13007.772461 ms, Latency = 4 microseconds
Received data - ID: 45, Velocity: 924.000000 m/s, Distance: 9072.000000 meters, ETI = 9818.181641 ms, Latency = 4 microseconds
Received data - ID: 70, Velocity: 829.000000 m/s, Distance: 6777.000000 meters, ETI = 8174.909668 ms, Latency = 4 microseconds
Received data - ID: 36, Velocity: 355.000000 m/s, Distance: 4767.000000 meters, ETI = 13428.168945 ms, Latency = 5 microseconds
Received data - ID: 55, Velocity: 574.000000 m/s, Distance: 4031.000000 meters, ETI = 7022.647949 ms, Latency = 6 microseconds
Received data - ID: 41, Velocity: 724.000000 m/s, Distance: 3966.000000 meters, ETI = 5477.900391 ms, Latency = 5 microseconds
Received data - ID: 87, Velocity: 753.000000 m/s, Distance: 383.000000 meters, ETI = 508.632111 ms, Latency = 4 microseconds
Received data - ID: 45, Velocity: 909.000000 m/s, Distance: 2209.000000 meters, ETI = 2430.143066 ms, Latency = 21 microseconds
Received data - ID: 22, Velocity: 946.000000 m/s, Distance: 7506.000000 meters, ETI = 7934.460938 ms, Latency = 11 microseconds
Received data - ID: 30, Velocity: 413.000000 m/s, Distance: 9168.000000 meters, ETI = 22198.546875 ms, Latency = 5 microseconds
Received data - ID: 0, Velocity: 591.000000 m/s, Distance: 8762.000000 meters, ETI = 14825.718750 ms, Latency = 8 microseconds
Received data - ID: 55, Velocity: 410.000000 m/s, Distance: 6359.000000 meters, ETI = 15509.755859 ms, Latency = 7 microseconds
Received data - ID: 24, Velocity: 537.000000 m/s, Distance: 1548.000000 meters, ETI = 2882.681641 ms, Latency = 30 microseconds
Received data - ID: 83, Velocity: 595.000000 m/s, Distance: 4041.000000 meters, ETI = 6791.596191 ms, Latency = 10 microseconds
Received data - ID: 36, Velocity: 374.000000 m/s, Distance: 1020.000000 meters, ETI = 2727.272705 ms, Latency = 11 microseconds
Received data - ID: 99, Velocity: 668.000000 m/s, Distance: 4484.000000 meters, ETI = 6712.575195 ms, Latency = 5 microseconds
Received data - ID: 81, Velocity: 734.000000 m/s, Distance: 53.000000 meters, ETI = 72.207085 ms, Latency = 9 microseconds
Received data - ID: 99, Velocity: 418.000000 m/s, Distance: 7938.000000 meters, ETI = 18990.431641 ms, Latency = 4 microseconds
Received data - ID: 0, Velocity: 788.000000 m/s, Distance: 8127.000000 meters, ETI = 10313.452148 ms, Latency = 10 microseconds
Received data - ID: 67, Velocity: 728.000000 m/s, Distance: 4893.000000 meters, ETI = 6721.153809 ms, Latency = 9 microseconds
Received data - ID: 48, Velocity: 483.000000 m/s, Distance: 7807.000000 meters, ETI = 16163.560547 ms, Latency = 9 microseconds
Received data - ID: 13, Velocity: 514.000000 m/s, Distance: 4309.000000 meters, ETI = 8383.268555 ms, Latency = 3 microseconds
Received data - ID: 16, Velocity: 935.000000 m/s, Distance: 7451.000000 meters, ETI = 7968.983887 ms, Latency = 3 microseconds
Received data - ID: 56, Velocity: 798.000000 m/s, Distance: 303.000000 meters, ETI = 379.699249 ms, Latency = 10 microseconds
Received data - ID: 9, Velocity: 989.000000 m/s, Distance: 2702.000000 meters, ETI = 2732.052490 ms, Latency = 8 microseconds
Received data - ID: 95, Velocity: 485.000000 m/s, Distance: 3093.000000 meters, ETI = 6377.319824 ms, Latency = 9 microseconds
Received data - ID: 43, Velocity: 523.000000 m/s, Distance: 1587.000000 meters, ETI = 3034.416992 ms, Latency = 9 microseconds
Received data - ID: 14, Velocity: 503.000000 m/s, Distance: 7448.000000 meters, ETI = 14807.157227 ms, Latency = 10 microseconds
Received data - ID: 0, Velocity: 458.000000 m/s, Distance: 6618.000000 meters, ETI = 14449.781250 ms, Latency = 4 microseconds
Received data - ID: 80, Velocity: 796.000000 m/s, Distance: 4798.000000 meters, ETI = 6027.638184 ms, Latency = 6 microseconds
Received data - ID: 81, Velocity: 589.000000 m/s, Distance: 798.000000 meters, ETI = 1354.838745 ms, Latency = 11 microseconds
Received data - ID: 22, Velocity: 538.000000 m/s, Distance: 2292.000000 meters, ETI = 4260.223145 ms, Latency = 11 microseconds
Received data - ID: 57, Velocity: 958.000000 m/s, Distance: 6191.000000 meters, ETI = 6462.421875 ms, Latency = 6 microseconds
Received data - ID: 15, Velocity: 888.000000 m/s, Distance: 9156.000000 meters, ETI = 10310.811523 ms, Latency = 5 microseconds
Received data - ID: 46, Velocity: 362.000000 m/s, Distance: 4886.000000 meters, ETI = 13497.237305 ms, Latency = 10 microseconds
Received data - ID: 75, Velocity: 433.000000 m/s, Distance: 9869.000000 meters, ETI = 22792.148438 ms, Latency = 7 microseconds
Received data - ID: 42, Velocity: 844.000000 m/s, Distance: 1416.000000 meters, ETI = 1677.725098 ms, Latency = 4 microseconds
Received data - ID: 81, Velocity: 998.000000 m/s, Distance: 322.000000 meters, ETI = 322.645264 ms, Latency = 9 microseconds
Received data - ID: 57, Velocity: 476.000000 m/s, Distance: 7892.000000 meters, ETI = 16579.832031 ms, Latency = 6 microseconds
Received data - ID: 0, Velocity: 510.000000 m/s, Distance: 1003.000000 meters, ETI = 1966.666748 ms, Latency = 7 microseconds
Received data - ID: 69, Velocity: 861.000000 m/s, Distance: 4688.000000 meters, ETI = 5444.831543 ms, Latency = 4 microseconds
Received data - ID: 1, Velocity: 789.000000 m/s, Distance: 5255.000000 meters, ETI = 6660.329102 ms, Latency = 10 microseconds
Received data - ID: 26, Velocity: 617.000000 m/s, Distance: 3757.000000 meters, ETI = 6089.141113 ms, Latency = 8 microseconds
Received data - ID: 32, Velocity: 932.000000 m/s, Distance: 4169.000000 meters, ETI = 4473.175781 ms, Latency = 4 microseconds
Received data - ID: 54, Velocity: 721.000000 m/s, Distance: 7189.000000 meters, ETI = 9970.874023 ms, Latency = 6 microseconds
Received data - ID: 92, Velocity: 425.000000 m/s, Distance: 555.000000 meters, ETI = 1305.882324 ms, Latency = 6 microseconds
Received data - ID: 34, Velocity: 549.000000 m/s, Distance: 7441.000000 meters, ETI = 13553.733398 ms, Latency = 13 microseconds
Received data - ID: 18, Velocity: 753.000000 m/s, Distance: 6139.000000 meters, ETI = 8152.722168 ms, Latency = 9 microseconds
Received data - ID: 87, Velocity: 529.000000 m/s, Distance: 2549.000000 meters, ETI = 4818.525391 ms, Latency = 6 microseconds
Received data - ID: 37, Velocity: 866.000000 m/s, Distance: 2949.000000 meters, ETI = 3405.311768 ms, Latency = 18 microseconds
Received data - ID: 16, Velocity: 671.000000 m/s, Distance: 5786.000000 meters, ETI = 8622.950195 ms, Latency = 9 microseconds
Received data - ID: 8, Velocity: 832.000000 m/s, Distance: 945.000000 meters, ETI = 1135.817261 ms, Latency = 6 microseconds
Received data - ID: 13, Velocity: 756.000000 m/s, Distance: 8321.000000 meters, ETI = 11006.613281 ms, Latency = 8 microseconds
Received data - ID: 58, Velocity: 646.000000 m/s, Distance: 7982.000000 meters, ETI = 12356.037109 ms, Latency = 8 microseconds
Received data - ID: 35, Velocity: 450.000000 m/s, Distance: 1173.000000 meters, ETI = 2606.666504 ms, Latency = 3 microseconds
Received data - ID: 92, Velocity: 439.000000 m/s, Distance: 7253.000000 meters, ETI = 16521.640625 ms, Latency = 5 microseconds
Received data - ID: 45, Velocity: 649.000000 m/s, Distance: 3186.000000 meters, ETI = 4909.090820 ms, Latency = 8 microseconds
Received data - ID: 13, Velocity: 474.000000 m/s, Distance: 8022.000000 meters, ETI = 16924.050781 ms, Latency = 10 microseconds
Received data - ID: 5, Velocity: 958.000000 m/s, Distance: 7391.000000 meters, ETI = 7715.031250 ms, Latency = 8 microseconds
Received data - ID: 2, Velocity: 625.000000 m/s, Distance: 6477.000000 meters, ETI = 10363.200195 ms, Latency = 7 microseconds
Received data - ID: 34, Velocity: 874.000000 m/s, Distance: 4372.000000 meters, ETI = 5002.288574 ms, Latency = 7 microseconds
Received data - ID: 59, Velocity: 833.000000 m/s, Distance: 8070.000000 meters, ETI = 9687.875000 ms, Latency = 8 microseconds
Received data - ID: 77, Velocity: 773.000000 m/s, Distance: 2270.000000 meters, ETI = 2936.610596 ms, Latency = 3 microseconds
Received data - ID: 63, Velocity: 668.000000 m/s, Distance: 7192.000000 meters, ETI = 10766.466797 ms, Latency = 6 microseconds
Received data - ID: 13, Velocity: 627.000000 m/s, Distance: 4802.000000 meters, ETI = 7658.692383 ms, Latency = 9 microseconds
Received data - ID: 99, Velocity: 527.000000 m/s, Distance: 2625.000000 meters, ETI = 4981.024902 ms, Latency = 8 microseconds
Received data - ID: 43, Velocity: 924.000000 m/s, Distance: 1023.000000 meters, ETI = 1107.142822 ms, Latency = 7 microseconds
Received data - ID: 3, Velocity: 432.000000 m/s, Distance: 7505.000000 meters, ETI = 17372.683594 ms, Latency = 8 microseconds
Received data - ID: 93, Velocity: 725.000000 m/s, Distance: 3031.000000 meters, ETI = 4180.689941 ms, Latency = 5 microseconds
Received data - ID: 87, Velocity: 360.000000 m/s, Distance: 2413.000000 meters, ETI = 6702.777832 ms, Latency = 4 microseconds
Received data - ID: 35, Velocity: 833.000000 m/s, Distance: 9711.000000 meters, ETI = 11657.863281 ms, Latency = 5 microseconds
Received data - ID: 60, Velocity: 896.000000 m/s, Distance: 4667.000000 meters, ETI = 5208.705566 ms, Latency = 10 microseconds
Received data - ID: 85, Velocity: 550.000000 m/s, Distance: 140.000000 meters, ETI = 254.545456 ms, Latency = 7 microseconds
Jitter (Standard Deviation): 3.844789 microseconds Received data - ID: 94, Velocity: 695.000000 m/s, Distance: 1624.000000 meters, ETI = 2336.690674 ms, Latency = 4 microseconds
Received data - ID: 94, Velocity: 658.000000 m/s, Distance: 6302.000000 meters, ETI = 9577.507812 ms, Latency = 4 microseconds
Received data - ID: 71, Velocity: 466.000000 m/s, Distance: 4678.000000 meters, ETI = 10038.626953 ms, Latency = 8 microseconds
Received data - ID: 93, Velocity: 851.000000 m/s, Distance: 5484.000000 meters, ETI = 6444.183594 ms, Latency = 5 microseconds
Received data - ID: 18, Velocity: 464.000000 m/s, Distance: 1119.000000 meters, ETI = 2411.637939 ms, Latency = 4 microseconds
Received data - ID: 52, Velocity: 800.000000 m/s, Distance: 8087.000000 meters, ETI = 10108.750000 ms, Latency = 21 microseconds
Received data - ID: 60, Velocity: 926.000000 m/s, Distance: 9010.000000 meters, ETI = 9730.021484 ms, Latency = 5 microseconds
Received data - ID: 87, Velocity: 577.000000 m/s, Distance: 4474.000000 meters, ETI = 7753.899414 ms, Latency = 8 microseconds
Received data - ID: 25, Velocity: 627.000000 m/s, Distance: 5629.000000 meters, ETI = 8977.671875 ms, Latency = 5 microseconds
Received data - ID: 28, Velocity: 423.000000 m/s, Distance: 8520.000000 meters, ETI = 20141.843750 ms, Latency = 8 microseconds
Received data - ID: 2, Velocity: 962.000000 m/s, Distance: 123.000000 meters, ETI = 127.858627 ms, Latency = 8 microseconds
Received data - ID: 96, Velocity: 737.000000 m/s, Distance: 3261.000000 meters, ETI = 4424.694336 ms, Latency = 7 microseconds
Received data - ID: 95, Velocity: 525.000000 m/s, Distance: 1264.000000 meters, ETI = 2407.618896 ms, Latency = 5 microseconds
Received data - ID: 71, Velocity: 411.000000 m/s, Distance: 5547.000000 meters, ETI = 13496.350586 ms, Latency = 9 microseconds
Received data - ID: 53, Velocity: 520.000000 m/s, Distance: 9790.000000 meters, ETI = 18826.923828 ms, Latency = 4 microseconds
